Zaid Abdul-Aziz,/players/a/abdulza01.html,/teams/SEA/1971.html,1.8,5.084745762711864
Dick Snyder,/players/s/snydedi01.html,/teams/SEA/1971.html,10.0,28.248587570621464
Tom Black,/players/b/blackto01.html,/teams/SEA/1971.html,0.3,0.8474576271186439
Gar Heard,/players/h/heardga01.html,/teams/SEA/1971.html,-0.3,-0.8474576271186439
Lee Winfield,/players/w/winfile01.html,/teams/SEA/1971.html,2.8,7.9096045197740095
Spencer Haywood,/players/h/haywosp01.html,/teams/SEA/1971.html,2.2,6.214689265536723
Don Kojis,/players/k/kojisdo01.html,/teams/SEA/1971.html,3.3,9.322033898305083
Barry Clemens,/players/c/clemeba01.html,/teams/SEA/1971.html,1.8,5.084745762711864
Pete Cross,/players/c/crosspe01.html,/teams/SEA/1971.html,2.6,7.344632768361581
Tom Meschery,/players/m/meschto01.html,/teams/SEA/1971.html,3.1,8.757062146892654
Rod Thorn,/players/t/thornro01.html,/teams/SEA/1971.html,1.5,4.23728813559322
Jake Ford,/players/f/fordja01.html,/teams/SEA/1971.html,0.1,0.28248587570621464
Lenny Wilkens,/players/w/wilkele01.html,/teams/SEA/1971.html,5.7,16.101694915254235
Bob Rule,/players/r/rulebo01.html,/teams/SEA/1971.html,0.5,1.4124293785310733
