Jon Koncak,/players/k/koncajo01.html,/teams/ATL/1988.html,2.3,4.646464646464646,675000
Spud Webb,/players/w/webbsp01.html,/teams/ATL/1988.html,2.3,4.646464646464646,225000
Antoine Carr,/players/c/carran01.html,/teams/ATL/1988.html,3.8,7.676767676767677,400000
Cliff Levingston,/players/l/levincl01.html,/teams/ATL/1988.html,7.0,14.141414141414144,350000
John Battle,/players/b/battljo01.html,/teams/ATL/1988.html,2.3,4.646464646464646,100000
Kevin Willis,/players/w/willike02.html,/teams/ATL/1988.html,4.2,8.484848484848486,395000
Tree Rollins,/players/r/rollitr01.html,/teams/ATL/1988.html,4.1,8.282828282828284,1117000
Mike McGee,/players/m/mcgeemi01.html,/teams/ATL/1988.html,0.1,0.20202020202020207
Leon Wood,/players/w/woodle01.html,/teams/ATL/1988.html,0.5,1.0101010101010102,75000
Chris Washburn,/players/w/washbch01.html,/teams/ATL/1988.html,0.3,0.6060606060606062,777200
Ennis Whatley,/players/w/whatlen01.html,/teams/ATL/1988.html,0.0,0.0
Dominique Wilkins,/players/w/wilkido01.html,/teams/ATL/1988.html,9.8,19.797979797979803,1460000
Randy Wittman,/players/w/wittmra01.html,/teams/ATL/1988.html,3.5,7.070707070707072,350000
Scott Hastings,/players/h/hastisc01.html,/teams/ATL/1988.html,1.0,2.0202020202020203,210000
Doc Rivers,/players/r/riverdo01.html,/teams/ATL/1988.html,8.3,16.76767676767677,450000
