Duane Ferrell,/players/f/ferredu01.html,/teams/ATL/1991.html,1.9,4.337899543378995,125000
Jon Koncak,/players/k/koncajo01.html,/teams/ATL/1991.html,2.5,5.707762557077626,1550000
Spud Webb,/players/w/webbsp01.html,/teams/ATL/1991.html,5.4,12.328767123287673,510000
Howard Wright,/players/w/wrighho02.html,/teams/ATL/1991.html,0.0,0.0
Gary Leonard,/players/l/leonaga01.html,/teams/ATL/1991.html,0.0,0.0,200000
Trevor Wilson,/players/w/wilsotr01.html,/teams/ATL/1991.html,-0.5,-1.1415525114155252
Sidney Moncrief,/players/m/moncrsi01.html,/teams/ATL/1991.html,1.8,4.109589041095891,510000
John Battle,/players/b/battljo01.html,/teams/ATL/1991.html,4.0,9.132420091324201,590000
Kevin Willis,/players/w/willike02.html,/teams/ATL/1991.html,4.4,10.045662100456623,685000
Rumeal Robinson,/players/r/robinru01.html,/teams/ATL/1991.html,-0.1,-0.22831050228310507,800000
Tim McCormick,/players/m/mccorti01.html,/teams/ATL/1991.html,1.1,2.5114155251141557,775000
Dominique Wilkins,/players/w/wilkido01.html,/teams/ATL/1991.html,11.4,26.027397260273975,2065000
Moses Malone,/players/m/malonmo01.html,/teams/ATL/1991.html,5.6,12.785388127853881,2406000
Doc Rivers,/players/r/riverdo01.html,/teams/ATL/1991.html,6.3,14.383561643835616,895000
