Mookie Blaylock,/players/b/blaylmo01.html,/teams/ATL/1997.html,12.5,21.477663230240548,2800000
Steve Smith,/players/s/smithst01.html,/teams/ATL/1997.html,9.1,15.63573883161512,4500000
Anthony Miller,/players/m/millean01.html,/teams/ATL/1997.html,-0.1,-0.1718213058419244
Dikembe Mutombo,/players/m/mutomdi01.html,/teams/ATL/1997.html,11.3,19.41580756013746,8013000
Christian Laettner,/players/l/laettch01.html,/teams/ATL/1997.html,11.6,19.93127147766323,4500000
Willie Burton,/players/b/burtowi01.html,/teams/ATL/1997.html,0.5,0.8591065292096219,247500
Tyrone Corbin,/players/c/corbity01.html,/teams/ATL/1997.html,5.0,8.59106529209622,247500
Donnie Boyce,/players/b/boycedo01.html,/teams/ATL/1997.html,-0.3,-0.5154639175257731,247500
Alan Henderson,/players/h/hendeal01.html,/teams/ATL/1997.html,1.3,2.2336769759450172,910000
Darrin Hancock,/players/h/hancoda01.html,/teams/ATL/1997.html,0.2,0.3436426116838488
Derrick Alston,/players/a/alstode01.html,/teams/ATL/1997.html,-0.1,-0.1718213058419244
Priest Lauderdale,/players/l/laudepr01.html,/teams/ATL/1997.html,-0.2,-0.3436426116838488,548000
Ken Norman,/players/n/normake01.html,/teams/ATL/1997.html,-0.6,-1.0309278350515463,2869000
Ivano Newbill,/players/n/newbiiv01.html,/teams/ATL/1997.html,1.1,1.8900343642611686,247500
Jon Barry,/players/b/barryjo01.html,/teams/ATL/1997.html,2.4,4.123711340206185,247500
Eldridge Recasner,/players/r/recasel01.html,/teams/ATL/1997.html,2.5,4.29553264604811,247500
Henry James,/players/j/jameshe01.html,/teams/ATL/1997.html,2.0,3.4364261168384878,181100
