Jon Koncak,/players/k/koncajo01.html,/teams/ATL/1986.html,3.7,7.8389830508474585,475250
Spud Webb,/players/w/webbsp01.html,/teams/ATL/1986.html,3.5,7.415254237288137,70000
Lorenzo Charles,/players/c/charllo01.html,/teams/ATL/1986.html,0.5,1.0593220338983051,70000
Ray Williams,/players/w/willira01.html,/teams/ATL/1986.html,0.5,1.0593220338983051
Antoine Carr,/players/c/carran01.html,/teams/ATL/1986.html,0.7,1.4830508474576272,335000
Cliff Levingston,/players/l/levincl01.html,/teams/ATL/1986.html,5.5,11.652542372881356,200000
John Battle,/players/b/battljo01.html,/teams/ATL/1986.html,1.0,2.1186440677966103,70000
Kevin Willis,/players/w/willike02.html,/teams/ATL/1986.html,4.7,9.95762711864407,298000
Tree Rollins,/players/r/rollitr01.html,/teams/ATL/1986.html,3.4,7.203389830508475,743000
Johnny Davis,/players/d/davisjo01.html,/teams/ATL/1986.html,0.8,1.6949152542372885
Sedric Toney,/players/t/toneyse01.html,/teams/ATL/1986.html,-0.1,-0.21186440677966106
Dominique Wilkins,/players/w/wilkido01.html,/teams/ATL/1986.html,10.8,22.88135593220339,585000
Eddie Johnson,/players/j/johnsed02.html,/teams/ATL/1986.html,1.3,2.7542372881355934,275000
Randy Wittman,/players/w/wittmra01.html,/teams/ATL/1986.html,5.9,12.500000000000004,200000
Scott Hastings,/players/h/hastisc01.html,/teams/ATL/1986.html,0.8,1.6949152542372885,180000
Doc Rivers,/players/r/riverdo01.html,/teams/ATL/1986.html,4.2,8.898305084745765,170000
