Duane Ferrell,/players/f/ferredu01.html,/teams/ATL/1994.html,3.2,5.633802816901409,1025000
Mookie Blaylock,/players/b/blaylmo01.html,/teams/ATL/1994.html,10.2,17.957746478873236,1630000
Doug Edwards,/players/e/edwardo01.html,/teams/ATL/1994.html,0.0,0.0,650000
Ricky Grace,/players/g/graceri01.html,/teams/ATL/1994.html,0.0,0.0
Jon Koncak,/players/k/koncajo01.html,/teams/ATL/1994.html,3.8,6.690140845070422,2900000
John Bagley,/players/b/baglejo01.html,/teams/ATL/1994.html,0.0,0.0
Kevin Willis,/players/w/willike02.html,/teams/ATL/1994.html,10.2,17.957746478873236,2625000
Andrew Lang,/players/l/langan01.html,/teams/ATL/1994.html,2.9,5.105633802816902,1228000
Ennis Whatley,/players/w/whatlen01.html,/teams/ATL/1994.html,2.2,3.873239436619719,150000
Dominique Wilkins,/players/w/wilkido01.html,/teams/ATL/1994.html,5.8,10.211267605633804,3500000
Stacey Augmon,/players/a/augmost01.html,/teams/ATL/1994.html,9.7,17.077464788732392,1400000
Danny Manning,/players/m/mannida01.html,/teams/ATL/1994.html,1.3,2.2887323943661975
Craig Ehlo,/players/e/ehlocr01.html,/teams/ATL/1994.html,5.9,10.387323943661974,1200000
Adam Keefe,/players/k/keefead01.html,/teams/ATL/1994.html,1.4,2.464788732394366,1200000
Paul Graham,/players/g/grahapa01.html,/teams/ATL/1994.html,0.2,0.35211267605633806,600000
